correlation	mcc	param	sse	tau	time_window
0.11811295901068405	0.04647007201660751	0.061214205339144095	77.38068479851563	0.03125	0.1
0.09916427245375359	0.20575225890714513	0.022216864299958443	77.48419530870804	0.03125	0.25
-0.060486410033248825	-0.2531490069561768	-0.039598913665481364	77.42358931204927	0.03125	0.75
0.1090499357482164	0.1331214599809544	0.04054065996331795	77.43015143497661	0.0625	0.1
0.09228136328906417	0.2984561994182201	0.022062500000000006	77.48045501946396	0.0625	0.25
-0.0636068741588981	-0.32679657506220394	-0.025703388731820438	77.46379010079222	0.0625	0.75
0.13484714668849498	0.2782533982189891	0.09950160347116122	76.98934492081108	0.125	0.1
0.1396393097870114	0.32611715438372857	0.09899153759774088	76.8995376279057	0.125	0.25
0.006418147258464268	-0.02713829003069732	0.0	77.51040339301196	0.125	0.75
0.15843694794673407	0.35235494799122674	0.14904279683776323	76.03027551178457	0.25	0.1
0.1295308087909346	0.34948272629123245	0.08224487441287061	76.97843342385374	0.25	0.25
0.05549238888380339	0.2874313962687579	0.008292033719395627	77.50487849669358	0.25	0.75
0.17666282034710615	0.2948014826517915	0.14453501462788168	75.98321104844979	0.5	0.1
0.1185674171106106	0.21723256170625646	0.04630466802705989	77.33640008269063	0.5	0.25
0.06247037789640623	-0.020087950583156454	4.440892098500626e-16	77.51040339301196	0.5	0.75
0.1925387420901249	0.2531549770815901	0.14267488656456512	76.08624110008753	0.75	0.1
0.11899472810277091	0.1993582540638989	0.036415949394202916	77.40737152661579	0.75	0.25
0.05265712190403105	-0.007112286765069971	3.3306690738754696e-16	77.51040339301197	0.75	0.75
0.2024575757851616	0.2518903652868179	0.14838213098173053	76.02046362306899	1.0	0.1
0.1272798228742632	0.19958137514409469	0.04720240246322008	77.35045755696177	1.0	0.25
0.07453136096927301	0.10161259594050544	0.002709269272338853	77.5099204224275	1.0	0.75
